,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuelID,ChallengeID,EpisodeID,PlayerID,OpponentID,Won,ArrivedFirst,Target MARGIN,TeamPoints_Before,OppPoints_Before,PointNo,IsFinalPoint,IsTiebreakRelay,RelayLeg,NormMargin_Red,NormMargin_Blue,PressureWeight,PW_NormMargin_Red,PW_NormMargin_Blue,RedWon,BlueWon,PropType,TargetType,PuzzlePhase,GamePrice,PuzzleChoke_Red,PuzzleChoke_Blue,TeamMatchID,RedTeamWin,BlueTeamWin,OpponentPower,Momments weighted difficulty ,weightedOpponentDifficulty,OpponentDifficulty,WinContribution,PlayerPower,BlueOpponentPower,BlueOpponentDifficulty,BlueWinContribution,BlueMomentsWeightedDifficulty,Category,HasTarget,Puzzle,PuzzleType,AirDate,Week
85,5,5,9,13,0,0,6,9,6,16,0,0,0,-0.86,0.857142857,1,-0.857142857,0.857142857,0,1,HOOP,KNOCK_DOWN,NONE,Immunity,0,0,5-Immunity-5,0,0,91.26119643,91.26119643,0,0,0,53.28148826,53.28148826,0.84437353,0.84437353,53.28148826,Race,1,0,0,18/01/2026,2
86,5,5,5,22,0,0,5,9,7,17,0,0,0,-0.71,0.714285714,1,-0.714285714,0.714285714,0,1,HOOP,KNOCK_DOWN,NONE,Immunity,0,0,5-Immunity-5,0,0,89.48967641,89.48967641,0,0,0,52.67267006,52.67267006,0.834725339,0.834725339,52.67267006,Race,1,0,0,18/01/2026,2
87,5,5,10,16,1,1,7,9,8,18,1,0,0,1.00,-1,1.5,1.5,-1.5,1,0,HOOP,KNOCK_DOWN,NONE,Immunity,0,0,5-Immunity-5,1,0,43.14543585,64.71815377,0,0,0,86.29687426,86.29687426,1.367581852,0,129.4453114,Race,1,0,0,18/01/2026,2
88,6,6,7,21,0,1,3,0,0,1,0,0,0,-1.00,1,1,-1,1,0,1,DISC,LAND_IN,RACE,Immunity,0,0,6-Immunity-6,0,0,48.74661538,48.74661538,0,0,0,72.37042324,72.37042324,1.146883688,1.146883688,72.37042324,Race,1,1,TANGRAM,19/01/2026,2
89,6,6,12,17,0,0,3,0,1,2,0,0,0,-1.00,1,1,-1,1,0,1,DISC,LAND_IN,RACE,Immunity,0,0,6-Immunity-6,0,0,92.72716816,92.72716816,0,0,0,53.1385606,53.1385606,0.842108497,0.842108497,53.1385606,Race,1,1,TANGRAM,19/01/2026,2
90,6,6,2,19,1,1,1,0,2,3,0,0,0,0.33,-0.333333333,1,0.333333333,-0.333333333,1,0,DISC,LAND_IN,RACE,Immunity,0,0,6-Immunity-6,0,0,87.70450605,87.70450605,0,0,0,93.37637974,93.37637974,1.47977367,0,93.37637974,Race,1,1,TANGRAM,19/01/2026,2
91,6,6,10,15,0,0,2,1,2,4,0,0,0,-0.67,0.666666667,1,-0.666666667,0.666666667,0,1,DISC,LAND_IN,RACE,Immunity,0,0,6-Immunity-6,0,0,65.58526449,65.58526449,0,0,0,86.29687426,86.29687426,1.367581852,1.367581852,86.29687426,Race,1,1,TANGRAM,19/01/2026,2
92,6,6,5,23,0,0,3,1,3,5,0,0,0,-1.00,1,1,-1,1,0,1,DISC,LAND_IN,RACE,Immunity,0,0,6-Immunity-6,0,0,58.78926402,58.78926402,0,0,0,52.67267006,52.67267006,0.834725339,0.834725339,52.67267006,Race,1,1,TANGRAM,19/01/2026,2
93,6,6,9,16,0,1,1,1,4,6,0,0,0,-0.33,0.333333333,1,-0.333333333,0.333333333,0,1,DISC,LAND_IN,RACE,Immunity,0,0,6-Immunity-6,0,0,43.14543585,43.14543585,0,0,0,53.28148826,53.28148826,0.84437353,0.84437353,53.28148826,Race,1,1,TANGRAM,19/01/2026,2
94,6,6,1,22,0,0,2,1,5,7,0,0,0,-0.67,0.666666667,1,-0.666666667,0.666666667,0,1,DISC,LAND_IN,RACE,Immunity,0,0,6-Immunity-6,0,0,89.48967641,89.48967641,0,0,0,74.94299645,74.94299645,1.187652308,1.187652308,74.94299645,Race,1,1,TANGRAM,19/01/2026,2
95,6,6,4,18,0,1,2,1,6,8,0,0,0,-0.67,0.666666667,1,-0.666666667,0.666666667,0,1,DISC,LAND_IN,RACE,Immunity,0,0,6-Immunity-6,0,0,39.77319512,39.77319512,0,0,0,73.63906172,73.63906172,1.166988321,1.166988321,73.63906172,Race,1,1,TANGRAM,19/01/2026,2
96,6,6,8,24,1,1,3,1,7,9,0,0,0,1.00,-1,1,1,-1,1,0,DISC,LAND_IN,RACE,Immunity,0,0,6-Immunity-6,0,0,54.62065436,54.62065436,0,0,0,70.50915154,70.50915154,1.117387354,0,70.50915154,Race,1,1,TANGRAM,19/01/2026,2
97,6,6,9,18,1,1,3,2,7,10,0,0,0,1.00,-1,1,1,-1,1,0,DISC,LAND_IN,RACE,Immunity,0,0,6-Immunity-6,0,0,39.77319512,39.77319512,0,0,0,53.28148826,53.28148826,0.84437353,0,53.28148826,Race,1,1,TANGRAM,19/01/2026,2
98,6,6,5,14,0,0,1,3,7,11,0,0,0,-0.33,0.333333333,1,-0.333333333,0.333333333,0,1,DISC,LAND_IN,RACE,Immunity,0,0,6-Immunity-6,0,0,35.7995904,35.7995904,0,0,0,52.67267006,52.67267006,0.834725339,0.834725339,52.67267006,Race,1,1,TANGRAM,19/01/2026,2
99,6,6,4,13,1,1,2,3,8,12,0,0,0,0.67,-0.666666667,1,0.666666667,-0.666666667,1,0,DISC,LAND_IN,RACE,Immunity,0,0,6-Immunity-6,0,0,91.26119643,91.26119643,0,0,0,73.63906172,73.63906172,1.166988321,0,73.63906172,Race,1,1,TANGRAM,19/01/2026,2
100,6,6,2,23,0,0,1,4,8,13,0,0,0,-0.33,0.333333333,1,-0.333333333,0.333333333,0,1,DISC,LAND_IN,RACE,Immunity,0,0,6-Immunity-6,0,0,58.78926402,58.78926402,0,0,0,93.37637974,93.37637974,1.47977367,1.47977367,93.37637974,Race,1,1,TANGRAM,19/01/2026,2
101,6,6,10,16,1,1,3,4,9,14,0,0,0,1.00,-1,1,1,-1,1,0,DISC,LAND_IN,RACE,Immunity,0,0,6-Immunity-6,0,0,43.14543585,43.14543585,0,0,0,86.29687426,86.29687426,1.367581852,0,86.29687426,Race,1,1,TANGRAM,19/01/2026,2
102,6,6,7,22,1,1,3,5,9,15,0,0,0,1.00,-1,1,1,-1,1,0,DISC,LAND_IN,RACE,Immunity,0,0,6-Immunity-6,0,0,89.48967641,89.48967641,0,0,0,72.37042324,72.37042324,1.146883688,0,72.37042324,Race,1,1,TANGRAM,19/01/2026,2
103,6,6,9,15,1,1,3,6,9,16,0,0,0,1.00,-1,1,1,-1,1,0,DISC,LAND_IN,RACE,Immunity,0,0,6-Immunity-6,0,0,65.58526449,65.58526449,0,0,0,53.28148826,53.28148826,0.84437353,0,53.28148826,Race,1,1,TANGRAM,19/01/2026,2
104,6,6,5,21,1,1,3,7,9,17,0,0,0,1.00,-1,1,1,-1,1,0,DISC,LAND_IN,RACE,Immunity,0,0,6-Immunity-6,0,0,48.74661538,48.74661538,0,0,0,52.67267006,52.67267006,0.834725339,0,52.67267006,Race,1,1,TANGRAM,19/01/2026,2
105,6,6,12,16,0,0,1,8,9,18,1,0,0,-0.33,0.333333333,1.5,-0.5,0.5,0,1,DISC,LAND_IN,RACE,Immunity,0,0,6-Immunity-6,0,1,43.14543585,64.71815377,0,0,0,53.1385606,53.1385606,0.842108497,1.263162746,79.7078409,Race,1,1,TANGRAM,19/01/2026,2
106,7,7,1,24,1,1,1,0,0,1,0,0,0,0.33,-0.333333333,1,0.333333333,-0.333333333,1,0,Sand_bags,LAND_IN,NONE,Immunity,0,0,7-Immunity-7,0,0,54.62065436,54.62065436,0,0,0,74.94299645,74.94299645,1.187652308,0,74.94299645,Race,1,0,0,20/01/2026,2
107,7,7,10,13,0,1,1,1,0,2,0,0,0,-0.33,0.333333333,1,-0.333333333,0.333333333,0,1,Sand_bags,LAND_IN,NONE,Immunity,0,0,7-Immunity-7,0,0,91.26119643,91.26119643,0,0,0,86.29687426,86.29687426,1.367581852,1.367581852,86.29687426,Race,1,0,0,20/01/2026,2
108,7,7,5,14,1,1,3,1,1,3,0,0,0,1.00,-1,1,1,-1,1,0,Sand_bags,LAND_IN,NONE,Immunity,0,0,7-Immunity-7,0,0,35.7995904,35.7995904,0,0,0,52.67267006,52.67267006,0.834725339,0,52.67267006,Race,1,0,0,20/01/2026,2
109,7,7,12,15,0,1,1,2,1,4,0,0,0,-0.33,0.333333333,1,-0.333333333,0.333333333,0,1,Sand_bags,LAND_IN,NONE,Immunity,0,0,7-Immunity-7,0,0,65.58526449,65.58526449,0,0,0,53.1385606,53.1385606,0.842108497,0.842108497,53.1385606,Race,1,0,0,20/01/2026,2
110,7,7,8,21,1,0,1,2,2,5,0,0,0,0.33,-0.333333333,1,0.333333333,-0.333333333,1,0,Sand_bags,LAND_IN,NONE,Immunity,0,0,7-Immunity-7,0,0,48.74661538,48.74661538,0,0,0,70.50915154,70.50915154,1.117387354,0,70.50915154,Race,1,0,0,20/01/2026,2
111,7,7,9,16,1,0,2,3,2,6,0,0,0,0.67,-0.666666667,1,0.666666667,-0.666666667,1,0,Sand_bags,LAND_IN,NONE,Immunity,0,0,7-Immunity-7,0,0,43.14543585,43.14543585,0,0,0,53.28148826,53.28148826,0.84437353,0,53.28148826,Race,1,0,0,20/01/2026,2
112,7,7,7,22,0,0,1,4,2,7,0,0,0,-0.33,0.333333333,1,-0.333333333,0.333333333,0,1,Sand_bags,LAND_IN,NONE,Immunity,0,0,7-Immunity-7,0,0,89.48967641,89.48967641,0,0,0,72.37042324,72.37042324,1.146883688,1.146883688,72.37042324,Race,1,0,0,20/01/2026,2
113,7,7,4,17,0,1,1,4,3,8,0,0,0,-0.33,0.333333333,1,-0.333333333,0.333333333,0,1,Sand_bags,LAND_IN,NONE,Immunity,0,0,7-Immunity-7,0,0,92.72716816,92.72716816,0,0,0,73.63906172,73.63906172,1.166988321,1.166988321,73.63906172,Race,1,0,0,20/01/2026,2
114,7,7,2,19,1,0,1,4,4,9,0,0,0,0.33,-0.333333333,1,0.333333333,-0.333333333,1,0,Sand_bags,LAND_IN,NONE,Immunity,0,0,7-Immunity-7,0,0,87.70450605,87.70450605,0,0,0,93.37637974,93.37637974,1.47977367,0,93.37637974,Race,1,0,0,20/01/2026,2
115,7,7,10,20,1,1,1,5,4,10,0,0,0,0.33,-0.333333333,1,0.333333333,-0.333333333,1,0,Sand_bags,LAND_IN,NONE,Immunity,0,0,7-Immunity-7,0,0,100,100,0,0,0,86.29687426,86.29687426,1.367581852,0,86.29687426,Race,1,0,0,20/01/2026,2
116,7,7,5,23,0,1,1,6,4,11,0,0,0,-0.33,0.333333333,1,-0.333333333,0.333333333,0,1,Sand_bags,LAND_IN,NONE,Immunity,0,0,7-Immunity-7,0,0,58.78926402,58.78926402,0,0,0,52.67267006,52.67267006,0.834725339,0.834725339,52.67267006,Race,1,0,0,20/01/2026,2
117,7,7,9,18,1,1,2,6,5,12,0,0,0,0.67,-0.666666667,1,0.666666667,-0.666666667,1,0,Sand_bags,LAND_IN,NONE,Immunity,0,0,7-Immunity-7,0,0,39.77319512,39.77319512,0,0,0,53.28148826,53.28148826,0.84437353,0,53.28148826,Race,1,0,0,20/01/2026,2
118,7,7,8,22,0,0,1,7,5,13,0,0,0,-0.33,0.333333333,1,-0.333333333,0.333333333,0,1,Sand_bags,LAND_IN,NONE,Immunity,0,0,7-Immunity-7,0,0,89.48967641,89.48967641,0,0,0,70.50915154,70.50915154,1.117387354,1.117387354,70.50915154,Race,1,0,0,20/01/2026,2
119,7,7,4,16,1,1,3,7,6,14,0,0,0,1.00,-1,1,1,-1,1,0,Sand_bags,LAND_IN,NONE,Immunity,0,0,7-Immunity-7,0,0,43.14543585,43.14543585,0,0,0,73.63906172,73.63906172,1.166988321,0,73.63906172,Race,1,0,0,20/01/2026,2
120,7,7,5,22,0,0,2,8,6,15,0,0,0,-0.67,0.666666667,1,-0.666666667,0.666666667,0,1,Sand_bags,LAND_IN,NONE,Immunity,0,0,7-Immunity-7,0,0,89.48967641,89.48967641,0,0,0,52.67267006,52.67267006,0.834725339,0.834725339,52.67267006,Race,1,0,0,20/01/2026,2
121,7,7,4,16,1,1,2,8,7,16,0,0,0,0.67,-0.666666667,1,0.666666667,-0.666666667,1,0,Sand_bags,LAND_IN,NONE,Immunity,0,0,7-Immunity-7,0,0,43.14543585,43.14543585,0,0,0,73.63906172,73.63906172,1.166988321,0,73.63906172,Race,1,0,0,20/01/2026,2
122,7,7,1,14,1,1,1,9,7,17,1,0,0,0.33,-0.333333333,1.5,0.5,-0.5,1,0,Sand_bags,LAND_IN,NONE,Immunity,0,0,7-Immunity-7,1,0,35.7995904,53.6993856,0,0,0,74.94299645,74.94299645,1.187652308,0,112.4144947,Race,1,0,0,20/01/2026,2
123,8,8,5,22,1,,,0,0,1,0,0,0,0.00,0,1,0,0,1,0,NONE,NONE,NONE,Food,0,0,8-Food-8,0,0,89.48967641,89.48967641,0,0,0,52.67267006,52.67267006,0.834725339,0,52.67267006,Strength,0,0,0,21/01/2026,2
124,8,8,12,18,1,,,1,0,2,0,0,0,0.00,0,1,0,0,1,0,NONE,NONE,NONE,Food,0,0,8-Food-8,0,0,39.77319512,39.77319512,0,0,0,53.1385606,53.1385606,0.842108497,0,53.1385606,Strength,0,0,0,21/01/2026,2
125,8,8,1,21,0,,,2,0,3,0,0,0,0.00,0,1,0,0,0,1,NONE,NONE,NONE,Food,0,0,8-Food-8,0,0,48.74661538,48.74661538,0,0,0,74.94299645,74.94299645,1.187652308,1.187652308,74.94299645,Strength,0,0,0,21/01/2026,2
126,8,8,4,16,1,,,2,1,4,0,0,0,0.00,0,1,0,0,1,0,NONE,NONE,NONE,Food,0,0,8-Food-8,0,0,43.14543585,43.14543585,0,0,0,73.63906172,73.63906172,1.166988321,0,73.63906172,Strength,0,0,0,21/01/2026,2
127,8,8,7,23,0,,,3,1,5,0,0,0,0.00,0,1,0,0,0,1,NONE,NONE,NONE,Food,0,0,8-Food-8,0,0,58.78926402,58.78926402,0,0,0,72.37042324,72.37042324,1.146883688,1.146883688,72.37042324,Strength,0,0,0,21/01/2026,2
128,8,8,10,13,0,,,3,2,6,0,0,0,0.00,0,1,0,0,0,1,NONE,NONE,NONE,Food,0,0,8-Food-8,0,0,91.26119643,91.26119643,0,0,0,86.29687426,86.29687426,1.367581852,1.367581852,86.29687426,Strength,0,0,0,21/01/2026,2
129,8,8,2,19,0,,,3,3,7,0,0,0,0.00,0,1,0,0,0,1,NONE,NONE,NONE,Food,0,0,8-Food-8,0,0,87.70450605,87.70450605,0,0,0,93.37637974,93.37637974,1.47977367,1.47977367,93.37637974,Strength,0,0,0,21/01/2026,2
130,8,8,9,15,0,,,3,4,8,0,0,0,0.00,0,1,0,0,0,1,NONE,NONE,NONE,Food,0,0,8-Food-8,0,0,65.58526449,65.58526449,0,0,0,53.28148826,53.28148826,0.84437353,0.84437353,53.28148826,Strength,0,0,0,21/01/2026,2
131,8,8,8,14,0,,,3,5,9,0,0,0,0.00,0,1,0,0,0,1,NONE,NONE,NONE,Food,0,0,8-Food-8,0,0,35.7995904,35.7995904,0,0,0,70.50915154,70.50915154,1.117387354,1.117387354,70.50915154,Strength,0,0,0,21/01/2026,2
132,8,8,4,20,0,,,3,6,10,1,0,0,0.00,0,1.5,0,0,0,1,NONE,NONE,NONE,Food,0,0,8-Food-8,0,1,100,150,0,0,0,73.63906172,73.63906172,1.166988321,1.750482481,110.4585926,Strength,0,0,0,21/01/2026,2
133,9,9,5,14,0,1,3,0,0,1,0,0,0,-0.50,0.5,1,-0.5,0.5,0,1,STICK,KNOCK_DOWN,NONE,Immunity,0,0,9-Immunity-9,0,0,35.7995904,35.7995904,0,0,0,52.67267006,52.67267006,0.834725339,0.834725339,52.67267006,Race,1,0,0,25/01/2026,3
134,9,9,10,17,1,1,1,0,1,2,0,0,0,0.17,-0.166666667,1,0.166666667,-0.166666667,1,0,STICK,KNOCK_DOWN,NONE,Immunity,0,0,9-Immunity-9,0,0,92.72716816,92.72716816,0,0,0,86.29687426,86.29687426,1.367581852,0,86.29687426,Race,1,0,0,25/01/2026,3
135,9,9,7,21,1,0,1,1,1,3,0,0,0,0.17,-0.166666667,1,0.166666667,-0.166666667,1,0,STICK,KNOCK_DOWN,NONE,Immunity,0,0,9-Immunity-9,0,0,48.74661538,48.74661538,0,0,0,72.37042324,72.37042324,1.146883688,0,72.37042324,Race,1,0,0,25/01/2026,3
136,9,9,9,18,0,1,1,2,1,4,0,0,0,-0.17,0.166666667,1,-0.166666667,0.166666667,0,1,STICK,KNOCK_DOWN,NONE,Immunity,0,0,9-Immunity-9,0,0,39.77319512,39.77319512,0,0,0,53.28148826,53.28148826,0.84437353,0.84437353,53.28148826,Race,1,0,0,25/01/2026,3
137,9,9,8,24,0,0,2,2,2,5,0,0,0,-0.33,0.333333333,1,-0.333333333,0.333333333,0,1,STICK,KNOCK_DOWN,NONE,Immunity,0,0,9-Immunity-9,0,0,54.62065436,54.62065436,0,0,0,70.50915154,70.50915154,1.117387354,1.117387354,70.50915154,Race,1,0,0,25/01/2026,3
138,9,9,4,15,1,1,3,2,3,6,0,0,0,0.50,-0.5,1,0.5,-0.5,1,0,STICK,KNOCK_DOWN,NONE,Immunity,0,0,9-Immunity-9,0,0,65.58526449,65.58526449,0,0,0,73.63906172,73.63906172,1.166988321,0,73.63906172,Race,1,0,0,25/01/2026,3
139,9,9,2,22,0,0,2,3,3,7,0,0,0,-0.33,0.333333333,1,-0.333333333,0.333333333,0,1,STICK,KNOCK_DOWN,NONE,Immunity,0,0,9-Immunity-9,0,0,89.48967641,89.48967641,0,0,0,93.37637974,93.37637974,1.47977367,1.47977367,93.37637974,Race,1,0,0,25/01/2026,3
140,9,9,12,20,1,1,2,3,4,8,0,0,0,0.33,-0.333333333,1,0.333333333,-0.333333333,1,0,STICK,KNOCK_DOWN,NONE,Immunity,0,0,9-Immunity-9,0,0,100,100,0,0,0,53.1385606,53.1385606,0.842108497,0,53.1385606,Race,1,0,0,25/01/2026,3
141,9,9,1,19,1,0,2,4,4,9,0,0,0,0.33,-0.333333333,1,0.333333333,-0.333333333,1,0,STICK,KNOCK_DOWN,NONE,Immunity,0,0,9-Immunity-9,0,0,87.70450605,87.70450605,0,0,0,74.94299645,74.94299645,1.187652308,0,74.94299645,Race,1,0,0,25/01/2026,3
142,9,9,10,18,1,1,6,5,4,10,0,0,0,1.00,-1,1,1,-1,1,0,STICK,KNOCK_DOWN,NONE,Immunity,0,0,9-Immunity-9,0,0,39.77319512,39.77319512,0,0,0,86.29687426,86.29687426,1.367581852,0,86.29687426,Race,1,0,0,25/01/2026,3
143,9,9,8,23,0,0,3,6,4,11,0,0,0,-0.50,0.5,1,-0.5,0.5,0,1,STICK,KNOCK_DOWN,NONE,Immunity,0,0,9-Immunity-9,0,0,58.78926402,58.78926402,0,0,0,70.50915154,70.50915154,1.117387354,1.117387354,70.50915154,Race,1,0,0,25/01/2026,3
144,9,9,12,13,1,1,1,6,5,12,0,0,0,0.17,-0.166666667,1,0.166666667,-0.166666667,1,0,STICK,KNOCK_DOWN,NONE,Immunity,0,0,9-Immunity-9,0,0,91.26119643,91.26119643,0,0,0,53.1385606,53.1385606,0.842108497,0,53.1385606,Race,1,0,0,25/01/2026,3
145,9,9,7,14,1,1,3,7,5,13,0,0,0,0.50,-0.5,1,0.5,-0.5,1,0,STICK,KNOCK_DOWN,NONE,Immunity,0,0,9-Immunity-9,0,0,35.7995904,35.7995904,0,0,0,72.37042324,72.37042324,1.146883688,0,72.37042324,Race,1,0,0,25/01/2026,3
146,9,9,9,15,0,1,1,8,5,14,0,0,0,-0.17,0.166666667,1,-0.166666667,0.166666667,0,1,STICK,KNOCK_DOWN,NONE,Immunity,0,0,9-Immunity-9,0,0,65.58526449,65.58526449,0,0,0,53.28148826,53.28148826,0.84437353,0.84437353,53.28148826,Race,1,0,0,25/01/2026,3
147,9,9,1,24,1,1,1,8,6,15,0,0,0,0.17,-0.166666667,1,0.166666667,-0.166666667,1,0,STICK,KNOCK_DOWN,NONE,Immunity,0,0,9-Immunity-9,0,0,54.62065436,54.62065436,0,0,0,74.94299645,74.94299645,1.187652308,0,74.94299645,Race,1,0,0,25/01/2026,3
148,9,9,12,18,1,1,3,9,6,16,1,0,0,0.50,-0.5,1.5,0.75,-0.75,1,0,STICK,KNOCK_DOWN,NONE,Immunity,0,0,9-Immunity-9,1,0,39.77319512,59.65979268,0,0,0,53.1385606,53.1385606,0.842108497,0,79.7078409,Race,1,0,0,25/01/2026,3
149,10,10,2,19,1,0,1,0,0,1,0,0,0,0.25,-0.25,1,0.25,-0.25,1,0,HOOP,HOOK,RACE,Immunity,0,0,10-Immunity-10,0,0,87.70450605,87.70450605,0,0,0,93.37637974,93.37637974,1.47977367,0,93.37637974,Race,1,1,SLIDE,26/01/2026,3
150,10,10,9,18,1,0,1,1,0,2,0,0,0,0.25,-0.25,1,0.25,-0.25,1,0,HOOP,HOOK,RACE,Immunity,0,0,10-Immunity-10,0,0,39.77319512,39.77319512,0,0,0,53.28148826,53.28148826,0.84437353,0,53.28148826,Race,1,1,SLIDE,26/01/2026,3
151,10,10,1,22,0,0,1,2,0,3,0,0,0,-0.25,0.25,1,-0.25,0.25,0,1,HOOP,HOOK,RACE,Immunity,0,0,10-Immunity-10,0,0,89.48967641,89.48967641,0,0,0,74.94299645,74.94299645,1.187652308,1.187652308,74.94299645,Race,1,1,SLIDE,26/01/2026,3
152,10,10,12,20,0,0,3,2,1,4,0,0,0,-0.75,0.75,1,-0.75,0.75,0,1,HOOP,HOOK,RACE,Immunity,0,0,10-Immunity-10,0,0,100,100,0,0,0,53.1385606,53.1385606,0.842108497,0.842108497,53.1385606,Race,1,1,SLIDE,26/01/2026,3
153,10,10,7,23,1,1,3,2,2,5,0,0,0,0.75,-0.75,1,0.75,-0.75,1,0,HOOP,HOOK,RACE,Immunity,0,0,10-Immunity-10,0,0,58.78926402,58.78926402,0,0,0,72.37042324,72.37042324,1.146883688,0,72.37042324,Race,1,1,SLIDE,26/01/2026,3
154,10,10,10,17,0,0,1,3,2,6,0,0,0,-0.25,0.25,1,-0.25,0.25,0,1,HOOP,HOOK,RACE,Immunity,0,0,10-Immunity-10,0,0,92.72716816,92.72716816,0,0,0,86.29687426,86.29687426,1.367581852,1.367581852,86.29687426,Race,1,1,SLIDE,26/01/2026,3
155,10,10,8,14,1,1,4,3,3,7,0,0,0,1.00,-1,1,1,-1,1,0,HOOP,HOOK,RACE,Immunity,0,0,10-Immunity-10,0,0,35.7995904,35.7995904,0,0,0,70.50915154,70.50915154,1.117387354,0,70.50915154,Race,1,1,SLIDE,26/01/2026,3
156,10,10,4,15,1,0,2,4,3,8,0,0,0,0.50,-0.5,1,0.5,-0.5,1,0,HOOP,HOOK,RACE,Immunity,0,0,10-Immunity-10,0,0,65.58526449,65.58526449,0,0,0,73.63906172,73.63906172,1.166988321,0,73.63906172,Race,1,1,SLIDE,26/01/2026,3
157,10,10,1,21,1,1,2,5,3,9,0,0,0,0.50,-0.5,1,0.5,-0.5,1,0,HOOP,HOOK,RACE,Immunity,0,0,10-Immunity-10,0,0,48.74661538,48.74661538,0,0,0,74.94299645,74.94299645,1.187652308,0,74.94299645,Race,1,1,SLIDE,26/01/2026,3
158,10,10,9,13,0,0,3,6,3,10,0,0,0,-0.75,0.75,1,-0.75,0.75,0,1,HOOP,HOOK,RACE,Immunity,0,0,10-Immunity-10,0,0,91.26119643,91.26119643,0,0,0,53.28148826,53.28148826,0.84437353,0.84437353,53.28148826,Race,1,1,SLIDE,26/01/2026,3
159,10,10,2,22,1,1,4,6,4,11,0,0,0,1.00,-1,1,1,-1,1,0,HOOP,HOOK,RACE,Immunity,0,0,10-Immunity-10,0,0,89.48967641,89.48967641,0,0,0,93.37637974,93.37637974,1.47977367,0,93.37637974,Race,1,1,SLIDE,26/01/2026,3
160,10,10,4,18,1,1,2,7,4,12,0,0,0,0.50,-0.5,1,0.5,-0.5,1,0,HOOP,HOOK,RACE,Immunity,0,0,10-Immunity-10,0,0,39.77319512,39.77319512,0,0,0,73.63906172,73.63906172,1.166988321,0,73.63906172,Race,1,1,SLIDE,26/01/2026,3
161,10,10,8,24,0,0,3,8,4,13,0,0,0,-0.75,0.75,1,-0.75,0.75,0,1,HOOP,HOOK,RACE,Immunity,0,0,10-Immunity-10,0,0,54.62065436,54.62065436,0,0,0,70.50915154,70.50915154,1.117387354,1.117387354,70.50915154,Race,1,1,SLIDE,26/01/2026,3
162,10,10,10,15,1,1,4,8,5,14,0,0,0,1.00,-1,1,1,-1,1,0,HOOP,HOOK,RACE,Immunity,0,0,10-Immunity-10,0,0,65.58526449,65.58526449,0,0,0,86.29687426,86.29687426,1.367581852,0,86.29687426,Race,1,1,SLIDE,26/01/2026,3
163,10,10,2,14,1,1,3,9,5,15,1,0,0,0.75,-0.75,1.5,1.125,-1.125,1,0,HOOP,HOOK,RACE,Immunity,0,0,10-Immunity-10,1,0,35.7995904,53.6993856,0,0,0,93.37637974,93.37637974,1.47977367,0,140.0645696,Race,1,1,SLIDE,26/01/2026,3
164,11,11,1,23,1,0,3,0,0,1,0,0,0,1.00,-1,1,1,-1,1,0,BALL_L,PLACE_IN_SLOT,NONE,Immunity,0,0,11-Immunity-11,0,0,58.78926402,58.78926402,0,0,0,74.94299645,74.94299645,1.187652308,0,74.94299645,Race,1,0,0,27/01/2026,3
165,11,11,12,20,0,1,2,1,0,2,0,0,0,-0.67,0.666666667,1,-0.666666667,0.666666667,0,1,BALL_L,PLACE_IN_SLOT,NONE,Immunity,0,0,11-Immunity-11,0,0,100,100,0,0,0,53.1385606,53.1385606,0.842108497,0.842108497,53.1385606,Race,1,0,0,27/01/2026,3
166,11,11,7,21,1,0,1,1,1,3,0,0,0,0.33,-0.333333333,1,0.333333333,-0.333333333,1,0,BALL_L,PLACE_IN_SLOT,NONE,Immunity,0,0,11-Immunity-11,0,0,48.74661538,48.74661538,0,0,0,72.37042324,72.37042324,1.146883688,0,72.37042324,Race,1,0,0,27/01/2026,3
167,11,11,4,18,1,1,3,2,1,4,0,0,0,1.00,-1,1,1,-1,1,0,BALL_L,PLACE_IN_SLOT,NONE,Immunity,0,0,11-Immunity-11,0,0,39.77319512,39.77319512,0,0,0,73.63906172,73.63906172,1.166988321,0,73.63906172,Race,1,0,0,27/01/2026,3
168,11,11,2,19,1,0,2,3,1,5,0,0,0,0.67,-0.666666667,1,0.666666667,-0.666666667,1,0,BALL_L,PLACE_IN_SLOT,NONE,Immunity,0,0,11-Immunity-11,0,0,87.70450605,87.70450605,0,0,0,93.37637974,93.37637974,1.47977367,0,93.37637974,Race,1,0,0,27/01/2026,3
169,11,11,10,13,1,1,3,4,1,6,0,0,0,1.00,-1,1,1,-1,1,0,BALL_L,PLACE_IN_SLOT,NONE,Immunity,0,0,11-Immunity-11,0,0,91.26119643,91.26119643,0,0,0,86.29687426,86.29687426,1.367581852,0,86.29687426,Race,1,0,0,27/01/2026,3
170,11,11,8,14,1,1,3,5,1,7,0,0,0,1.00,-1,1,1,-1,1,0,BALL_L,PLACE_IN_SLOT,NONE,Immunity,0,0,11-Immunity-11,0,0,35.7995904,35.7995904,0,0,0,70.50915154,70.50915154,1.117387354,0,70.50915154,Race,1,0,0,27/01/2026,3
171,11,11,5,15,0,1,1,6,1,8,0,0,0,-0.33,0.333333333,1,-0.333333333,0.333333333,0,1,BALL_L,PLACE_IN_SLOT,NONE,Immunity,0,0,11-Immunity-11,0,0,65.58526449,65.58526449,0,0,0,52.67267006,52.67267006,0.834725339,0.834725339,52.67267006,Race,1,0,0,27/01/2026,3
