,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuelID,ChallengeID,EpisodeID,PlayerID,OpponentID,Won,ArrivedFirst,Target MARGIN,TeamPoints_Before,OppPoints_Before,PointNo,IsFinalPoint,IsTiebreakRelay,RelayLeg,NormMargin_Red,NormMargin_Blue,PressureWeight,PW_NormMargin_Red,PW_NormMargin_Blue,RedWon,BlueWon,PropType,TargetType,PuzzlePhase,GamePrice,PuzzleChoke_Red,PuzzleChoke_Blue,TeamMatchID,RedTeamWin,BlueTeamWin,OpponentPower,Momments weighted difficulty ,weightedOpponentDifficulty,OpponentDifficulty,WinContribution,PlayerPower,BlueOpponentPower,BlueOpponentDifficulty,BlueWinContribution,BlueMomentsWeightedDifficulty,Category,HasTarget,Puzzle,PuzzleType,AirDate,Week
85,5,5,9,13,0,0,6,9,6,16,0,0,0,-0.86,0.857142857,1,-0.857142857,0.857142857,0,1,HOOP,KNOCK_DOWN,NONE,Immunity,0,0,5-Immunity-5,0,0,87.69693022,87.69693022,0,0,0,55.86442434,55.86442434,0.987941501,0.987941501,55.86442434,Race,1,0,0,18/01/2026,2
86,5,5,5,22,0,0,5,9,7,17,0,0,0,-0.71,0.714285714,1,-0.714285714,0.714285714,0,1,HOOP,KNOCK_DOWN,NONE,Immunity,0,0,5-Immunity-5,0,0,87.85304639,87.85304639,0,0,0,50.63706683,50.63706683,0.895497634,0.895497634,50.63706683,Race,1,0,0,18/01/2026,2
87,5,5,10,16,1,1,7,9,8,18,1,0,0,1.00,-1,1.5,1.5,-1.5,1,0,HOOP,KNOCK_DOWN,NONE,Immunity,0,0,5-Immunity-5,1,0,41.47802486,62.2170373,0,0,0,80.08332275,80.08332275,1.416243684,0,120.1249841,Race,1,0,0,18/01/2026,2
88,6,6,7,21,0,1,3,0,0,1,0,0,0,-1.00,1,1,-1,1,0,1,DISC,LAND_IN,RACE,Immunity,0,0,6-Immunity-6,0,0,43.48398608,43.48398608,0,0,0,70.29026567,70.29026567,1.243057123,1.243057123,70.29026567,Race,1,1,TANGRAM,19/01/2026,2
89,6,6,12,17,0,0,3,0,1,2,0,0,0,-1.00,1,1,-1,1,0,1,DISC,LAND_IN,RACE,Immunity,0,0,6-Immunity-6,0,0,91.82669211,91.82669211,0,0,0,56.10004146,56.10004146,0.992108302,0.992108302,56.10004146,Race,1,1,TANGRAM,19/01/2026,2
90,6,6,2,19,1,1,1,0,2,3,0,0,0,0.33,-0.333333333,1,0.333333333,-0.333333333,1,0,DISC,LAND_IN,RACE,Immunity,0,0,6-Immunity-6,0,0,83.11263671,83.11263671,0,0,0,86.41990831,86.41990831,1.528303835,0,86.41990831,Race,1,1,TANGRAM,19/01/2026,2
91,6,6,10,15,0,0,2,1,2,4,0,0,0,-0.67,0.666666667,1,-0.666666667,0.666666667,0,1,DISC,LAND_IN,RACE,Immunity,0,0,6-Immunity-6,0,0,56.27830182,56.27830182,0,0,0,80.08332275,80.08332275,1.416243684,1.416243684,80.08332275,Race,1,1,TANGRAM,19/01/2026,2
92,6,6,5,23,0,0,3,1,3,5,0,0,0,-1.00,1,1,-1,1,0,1,DISC,LAND_IN,RACE,Immunity,0,0,6-Immunity-6,0,0,63.49054584,63.49054584,0,0,0,50.63706683,50.63706683,0.895497634,0.895497634,50.63706683,Race,1,1,TANGRAM,19/01/2026,2
93,6,6,9,16,0,1,1,1,4,6,0,0,0,-0.33,0.333333333,1,-0.333333333,0.333333333,0,1,DISC,LAND_IN,RACE,Immunity,0,0,6-Immunity-6,0,0,41.47802486,41.47802486,0,0,0,55.86442434,55.86442434,0.987941501,0.987941501,55.86442434,Race,1,1,TANGRAM,19/01/2026,2
94,6,6,1,22,0,0,2,1,5,7,0,0,0,-0.67,0.666666667,1,-0.666666667,0.666666667,0,1,DISC,LAND_IN,RACE,Immunity,0,0,6-Immunity-6,0,0,87.85304639,87.85304639,0,0,0,77.60409111,77.60409111,1.372399397,1.372399397,77.60409111,Race,1,1,TANGRAM,19/01/2026,2
95,6,6,4,18,0,1,2,1,6,8,0,0,0,-0.67,0.666666667,1,-0.666666667,0.666666667,0,1,DISC,LAND_IN,RACE,Immunity,0,0,6-Immunity-6,0,0,38.23610873,38.23610873,0,0,0,70.79318526,70.79318526,1.251951068,1.251951068,70.79318526,Race,1,1,TANGRAM,19/01/2026,2
96,6,6,8,24,1,1,3,1,7,9,0,0,0,1.00,-1,1,1,-1,1,0,DISC,LAND_IN,RACE,Immunity,0,0,6-Immunity-6,0,0,58.28179023,58.28179023,0,0,0,67.78423449,67.78423449,1.198738897,0,67.78423449,Race,1,1,TANGRAM,19/01/2026,2
97,6,6,9,18,1,1,3,2,7,10,0,0,0,1.00,-1,1,1,-1,1,0,DISC,LAND_IN,RACE,Immunity,0,0,6-Immunity-6,0,0,38.23610873,38.23610873,0,0,0,55.86442434,55.86442434,0.987941501,0,55.86442434,Race,1,1,TANGRAM,19/01/2026,2
98,6,6,5,14,0,0,1,3,7,11,0,0,0,-0.33,0.333333333,1,-0.333333333,0.333333333,0,1,DISC,LAND_IN,RACE,Immunity,0,0,6-Immunity-6,0,0,34.41606908,34.41606908,0,0,0,50.63706683,50.63706683,0.895497634,0.895497634,50.63706683,Race,1,1,TANGRAM,19/01/2026,2
99,6,6,4,13,1,1,2,3,8,12,0,0,0,0.67,-0.666666667,1,0.666666667,-0.666666667,1,0,DISC,LAND_IN,RACE,Immunity,0,0,6-Immunity-6,0,0,87.69693022,87.69693022,0,0,0,70.79318526,70.79318526,1.251951068,0,70.79318526,Race,1,1,TANGRAM,19/01/2026,2
100,6,6,2,23,0,0,1,4,8,13,0,0,0,-0.33,0.333333333,1,-0.333333333,0.333333333,0,1,DISC,LAND_IN,RACE,Immunity,0,0,6-Immunity-6,0,0,63.49054584,63.49054584,0,0,0,86.41990831,86.41990831,1.528303835,1.528303835,86.41990831,Race,1,1,TANGRAM,19/01/2026,2
101,6,6,10,16,1,1,3,4,9,14,0,0,0,1.00,-1,1,1,-1,1,0,DISC,LAND_IN,RACE,Immunity,0,0,6-Immunity-6,0,0,41.47802486,41.47802486,0,0,0,80.08332275,80.08332275,1.416243684,0,80.08332275,Race,1,1,TANGRAM,19/01/2026,2
102,6,6,7,22,1,1,3,5,9,15,0,0,0,1.00,-1,1,1,-1,1,0,DISC,LAND_IN,RACE,Immunity,0,0,6-Immunity-6,0,0,87.85304639,87.85304639,0,0,0,70.29026567,70.29026567,1.243057123,0,70.29026567,Race,1,1,TANGRAM,19/01/2026,2
103,6,6,9,15,1,1,3,6,9,16,0,0,0,1.00,-1,1,1,-1,1,0,DISC,LAND_IN,RACE,Immunity,0,0,6-Immunity-6,0,0,56.27830182,56.27830182,0,0,0,55.86442434,55.86442434,0.987941501,0,55.86442434,Race,1,1,TANGRAM,19/01/2026,2
104,6,6,5,21,1,1,3,7,9,17,0,0,0,1.00,-1,1,1,-1,1,0,DISC,LAND_IN,RACE,Immunity,0,0,6-Immunity-6,0,0,43.48398608,43.48398608,0,0,0,50.63706683,50.63706683,0.895497634,0,50.63706683,Race,1,1,TANGRAM,19/01/2026,2
105,6,6,12,16,0,0,1,8,9,18,1,0,0,-0.33,0.333333333,1.5,-0.5,0.5,0,1,DISC,LAND_IN,RACE,Immunity,0,0,6-Immunity-6,0,1,41.47802486,62.2170373,0,0,0,56.10004146,56.10004146,0.992108302,1.488162453,84.15006219,Race,1,1,TANGRAM,19/01/2026,2
106,7,7,1,24,1,1,1,0,0,1,0,0,0,0.33,-0.333333333,1,0.333333333,-0.333333333,1,0,Sand_bags,LAND_IN,NONE,Immunity,0,0,7-Immunity-7,0,0,58.28179023,58.28179023,0,0,0,77.60409111,77.60409111,1.372399397,0,77.60409111,Race,1,0,0,20/01/2026,2
107,7,7,10,13,0,1,1,1,0,2,0,0,0,-0.33,0.333333333,1,-0.333333333,0.333333333,0,1,Sand_bags,LAND_IN,NONE,Immunity,0,0,7-Immunity-7,0,0,87.69693022,87.69693022,0,0,0,80.08332275,80.08332275,1.416243684,1.416243684,80.08332275,Race,1,0,0,20/01/2026,2
108,7,7,5,14,1,1,3,1,1,3,0,0,0,1.00,-1,1,1,-1,1,0,Sand_bags,LAND_IN,NONE,Immunity,0,0,7-Immunity-7,0,0,34.41606908,34.41606908,0,0,0,50.63706683,50.63706683,0.895497634,0,50.63706683,Race,1,0,0,20/01/2026,2
109,7,7,12,15,0,1,1,2,1,4,0,0,0,-0.33,0.333333333,1,-0.333333333,0.333333333,0,1,Sand_bags,LAND_IN,NONE,Immunity,0,0,7-Immunity-7,0,0,56.27830182,56.27830182,0,0,0,56.10004146,56.10004146,0.992108302,0.992108302,56.10004146,Race,1,0,0,20/01/2026,2
110,7,7,8,21,1,0,1,2,2,5,0,0,0,0.33,-0.333333333,1,0.333333333,-0.333333333,1,0,Sand_bags,LAND_IN,NONE,Immunity,0,0,7-Immunity-7,0,0,43.48398608,43.48398608,0,0,0,67.78423449,67.78423449,1.198738897,0,67.78423449,Race,1,0,0,20/01/2026,2
111,7,7,9,16,1,0,2,3,2,6,0,0,0,0.67,-0.666666667,1,0.666666667,-0.666666667,1,0,Sand_bags,LAND_IN,NONE,Immunity,0,0,7-Immunity-7,0,0,41.47802486,41.47802486,0,0,0,55.86442434,55.86442434,0.987941501,0,55.86442434,Race,1,0,0,20/01/2026,2
112,7,7,7,22,0,0,1,4,2,7,0,0,0,-0.33,0.333333333,1,-0.333333333,0.333333333,0,1,Sand_bags,LAND_IN,NONE,Immunity,0,0,7-Immunity-7,0,0,87.85304639,87.85304639,0,0,0,70.29026567,70.29026567,1.243057123,1.243057123,70.29026567,Race,1,0,0,20/01/2026,2
113,7,7,4,17,0,1,1,4,3,8,0,0,0,-0.33,0.333333333,1,-0.333333333,0.333333333,0,1,Sand_bags,LAND_IN,NONE,Immunity,0,0,7-Immunity-7,0,0,91.82669211,91.82669211,0,0,0,70.79318526,70.79318526,1.251951068,1.251951068,70.79318526,Race,1,0,0,20/01/2026,2
114,7,7,2,19,1,0,1,4,4,9,0,0,0,0.33,-0.333333333,1,0.333333333,-0.333333333,1,0,Sand_bags,LAND_IN,NONE,Immunity,0,0,7-Immunity-7,0,0,83.11263671,83.11263671,0,0,0,86.41990831,86.41990831,1.528303835,0,86.41990831,Race,1,0,0,20/01/2026,2
115,7,7,10,20,1,1,1,5,4,10,0,0,0,0.33,-0.333333333,1,0.333333333,-0.333333333,1,0,Sand_bags,LAND_IN,NONE,Immunity,0,0,7-Immunity-7,0,0,100,100,0,0,0,80.08332275,80.08332275,1.416243684,0,80.08332275,Race,1,0,0,20/01/2026,2
116,7,7,5,23,0,1,1,6,4,11,0,0,0,-0.33,0.333333333,1,-0.333333333,0.333333333,0,1,Sand_bags,LAND_IN,NONE,Immunity,0,0,7-Immunity-7,0,0,63.49054584,63.49054584,0,0,0,50.63706683,50.63706683,0.895497634,0.895497634,50.63706683,Race,1,0,0,20/01/2026,2
117,7,7,9,18,1,1,2,6,5,12,0,0,0,0.67,-0.666666667,1,0.666666667,-0.666666667,1,0,Sand_bags,LAND_IN,NONE,Immunity,0,0,7-Immunity-7,0,0,38.23610873,38.23610873,0,0,0,55.86442434,55.86442434,0.987941501,0,55.86442434,Race,1,0,0,20/01/2026,2
118,7,7,8,22,0,0,1,7,5,13,0,0,0,-0.33,0.333333333,1,-0.333333333,0.333333333,0,1,Sand_bags,LAND_IN,NONE,Immunity,0,0,7-Immunity-7,0,0,87.85304639,87.85304639,0,0,0,67.78423449,67.78423449,1.198738897,1.198738897,67.78423449,Race,1,0,0,20/01/2026,2
119,7,7,4,16,1,1,3,7,6,14,0,0,0,1.00,-1,1,1,-1,1,0,Sand_bags,LAND_IN,NONE,Immunity,0,0,7-Immunity-7,0,0,41.47802486,41.47802486,0,0,0,70.79318526,70.79318526,1.251951068,0,70.79318526,Race,1,0,0,20/01/2026,2
120,7,7,5,22,0,0,2,8,6,15,0,0,0,-0.67,0.666666667,1,-0.666666667,0.666666667,0,1,Sand_bags,LAND_IN,NONE,Immunity,0,0,7-Immunity-7,0,0,87.85304639,87.85304639,0,0,0,50.63706683,50.63706683,0.895497634,0.895497634,50.63706683,Race,1,0,0,20/01/2026,2
121,7,7,4,16,1,1,2,8,7,16,0,0,0,0.67,-0.666666667,1,0.666666667,-0.666666667,1,0,Sand_bags,LAND_IN,NONE,Immunity,0,0,7-Immunity-7,0,0,41.47802486,41.47802486,0,0,0,70.79318526,70.79318526,1.251951068,0,70.79318526,Race,1,0,0,20/01/2026,2
122,7,7,1,14,1,1,1,9,7,17,1,0,0,0.33,-0.333333333,1.5,0.5,-0.5,1,0,Sand_bags,LAND_IN,NONE,Immunity,0,0,7-Immunity-7,1,0,34.41606908,51.62410362,0,0,0,77.60409111,77.60409111,1.372399397,0,116.4061367,Race,1,0,0,20/01/2026,2
123,8,8,5,22,1,,,0,0,1,0,0,0,0.00,0,1,0,0,1,0,NONE,NONE,NONE,Food,0,0,8-Food-8,0,0,87.85304639,87.85304639,0,0,0,50.63706683,50.63706683,0.895497634,0,50.63706683,Strength,0,0,0,21/01/2026,2
124,8,8,12,18,1,,,1,0,2,0,0,0,0.00,0,1,0,0,1,0,NONE,NONE,NONE,Food,0,0,8-Food-8,0,0,38.23610873,38.23610873,0,0,0,56.10004146,56.10004146,0.992108302,0,56.10004146,Strength,0,0,0,21/01/2026,2
125,8,8,1,21,0,,,2,0,3,0,0,0,0.00,0,1,0,0,0,1,NONE,NONE,NONE,Food,0,0,8-Food-8,0,0,43.48398608,43.48398608,0,0,0,77.60409111,77.60409111,1.372399397,1.372399397,77.60409111,Strength,0,0,0,21/01/2026,2
126,8,8,4,16,1,,,2,1,4,0,0,0,0.00,0,1,0,0,1,0,NONE,NONE,NONE,Food,0,0,8-Food-8,0,0,41.47802486,41.47802486,0,0,0,70.79318526,70.79318526,1.251951068,0,70.79318526,Strength,0,0,0,21/01/2026,2
127,8,8,7,23,0,,,3,1,5,0,0,0,0.00,0,1,0,0,0,1,NONE,NONE,NONE,Food,0,0,8-Food-8,0,0,63.49054584,63.49054584,0,0,0,70.29026567,70.29026567,1.243057123,1.243057123,70.29026567,Strength,0,0,0,21/01/2026,2
128,8,8,10,13,0,,,3,2,6,0,0,0,0.00,0,1,0,0,0,1,NONE,NONE,NONE,Food,0,0,8-Food-8,0,0,87.69693022,87.69693022,0,0,0,80.08332275,80.08332275,1.416243684,1.416243684,80.08332275,Strength,0,0,0,21/01/2026,2
129,8,8,2,19,0,,,3,3,7,0,0,0,0.00,0,1,0,0,0,1,NONE,NONE,NONE,Food,0,0,8-Food-8,0,0,83.11263671,83.11263671,0,0,0,86.41990831,86.41990831,1.528303835,1.528303835,86.41990831,Strength,0,0,0,21/01/2026,2
130,8,8,9,15,0,,,3,4,8,0,0,0,0.00,0,1,0,0,0,1,NONE,NONE,NONE,Food,0,0,8-Food-8,0,0,56.27830182,56.27830182,0,0,0,55.86442434,55.86442434,0.987941501,0.987941501,55.86442434,Strength,0,0,0,21/01/2026,2
131,8,8,8,14,0,,,3,5,9,0,0,0,0.00,0,1,0,0,0,1,NONE,NONE,NONE,Food,0,0,8-Food-8,0,0,34.41606908,34.41606908,0,0,0,67.78423449,67.78423449,1.198738897,1.198738897,67.78423449,Strength,0,0,0,21/01/2026,2
132,8,8,4,20,0,,,3,6,10,1,0,0,0.00,0,1.5,0,0,0,1,NONE,NONE,NONE,Food,0,0,8-Food-8,0,1,100,150,0,0,0,70.79318526,70.79318526,1.251951068,1.877926603,106.1897779,Strength,0,0,0,21/01/2026,2
133,9,9,5,14,0,1,3,0,0,1,0,0,0,-0.50,0.5,1,-0.5,0.5,0,1,STICK,KNOCK_DOWN,NONE,Immunity,0,0,9-Immunity-9,0,0,34.41606908,34.41606908,0,0,0,50.63706683,50.63706683,0.895497634,0.895497634,50.63706683,Race,1,0,0,25/01/2026,3
134,9,9,10,17,1,1,1,0,1,2,0,0,0,0.17,-0.166666667,1,0.166666667,-0.166666667,1,0,STICK,KNOCK_DOWN,NONE,Immunity,0,0,9-Immunity-9,0,0,91.82669211,91.82669211,0,0,0,80.08332275,80.08332275,1.416243684,0,80.08332275,Race,1,0,0,25/01/2026,3
135,9,9,7,21,1,0,1,1,1,3,0,0,0,0.17,-0.166666667,1,0.166666667,-0.166666667,1,0,STICK,KNOCK_DOWN,NONE,Immunity,0,0,9-Immunity-9,0,0,43.48398608,43.48398608,0,0,0,70.29026567,70.29026567,1.243057123,0,70.29026567,Race,1,0,0,25/01/2026,3
136,9,9,9,18,0,1,1,2,1,4,0,0,0,-0.17,0.166666667,1,-0.166666667,0.166666667,0,1,STICK,KNOCK_DOWN,NONE,Immunity,0,0,9-Immunity-9,0,0,38.23610873,38.23610873,0,0,0,55.86442434,55.86442434,0.987941501,0.987941501,55.86442434,Race,1,0,0,25/01/2026,3
137,9,9,8,24,0,0,2,2,2,5,0,0,0,-0.33,0.333333333,1,-0.333333333,0.333333333,0,1,STICK,KNOCK_DOWN,NONE,Immunity,0,0,9-Immunity-9,0,0,58.28179023,58.28179023,0,0,0,67.78423449,67.78423449,1.198738897,1.198738897,67.78423449,Race,1,0,0,25/01/2026,3
138,9,9,4,15,1,1,3,2,3,6,0,0,0,0.50,-0.5,1,0.5,-0.5,1,0,STICK,KNOCK_DOWN,NONE,Immunity,0,0,9-Immunity-9,0,0,56.27830182,56.27830182,0,0,0,70.79318526,70.79318526,1.251951068,0,70.79318526,Race,1,0,0,25/01/2026,3
139,9,9,2,22,0,0,2,3,3,7,0,0,0,-0.33,0.333333333,1,-0.333333333,0.333333333,0,1,STICK,KNOCK_DOWN,NONE,Immunity,0,0,9-Immunity-9,0,0,87.85304639,87.85304639,0,0,0,86.41990831,86.41990831,1.528303835,1.528303835,86.41990831,Race,1,0,0,25/01/2026,3
140,9,9,12,20,1,1,2,3,4,8,0,0,0,0.33,-0.333333333,1,0.333333333,-0.333333333,1,0,STICK,KNOCK_DOWN,NONE,Immunity,0,0,9-Immunity-9,0,0,100,100,0,0,0,56.10004146,56.10004146,0.992108302,0,56.10004146,Race,1,0,0,25/01/2026,3
141,9,9,1,19,1,0,2,4,4,9,0,0,0,0.33,-0.333333333,1,0.333333333,-0.333333333,1,0,STICK,KNOCK_DOWN,NONE,Immunity,0,0,9-Immunity-9,0,0,83.11263671,83.11263671,0,0,0,77.60409111,77.60409111,1.372399397,0,77.60409111,Race,1,0,0,25/01/2026,3
142,9,9,10,18,1,1,6,5,4,10,0,0,0,1.00,-1,1,1,-1,1,0,STICK,KNOCK_DOWN,NONE,Immunity,0,0,9-Immunity-9,0,0,38.23610873,38.23610873,0,0,0,80.08332275,80.08332275,1.416243684,0,80.08332275,Race,1,0,0,25/01/2026,3
143,9,9,8,23,0,0,3,6,4,11,0,0,0,-0.50,0.5,1,-0.5,0.5,0,1,STICK,KNOCK_DOWN,NONE,Immunity,0,0,9-Immunity-9,0,0,63.49054584,63.49054584,0,0,0,67.78423449,67.78423449,1.198738897,1.198738897,67.78423449,Race,1,0,0,25/01/2026,3
144,9,9,12,13,1,1,1,6,5,12,0,0,0,0.17,-0.166666667,1,0.166666667,-0.166666667,1,0,STICK,KNOCK_DOWN,NONE,Immunity,0,0,9-Immunity-9,0,0,87.69693022,87.69693022,0,0,0,56.10004146,56.10004146,0.992108302,0,56.10004146,Race,1,0,0,25/01/2026,3
145,9,9,7,14,1,1,3,7,5,13,0,0,0,0.50,-0.5,1,0.5,-0.5,1,0,STICK,KNOCK_DOWN,NONE,Immunity,0,0,9-Immunity-9,0,0,34.41606908,34.41606908,0,0,0,70.29026567,70.29026567,1.243057123,0,70.29026567,Race,1,0,0,25/01/2026,3
146,9,9,9,15,0,1,1,8,5,14,0,0,0,-0.17,0.166666667,1,-0.166666667,0.166666667,0,1,STICK,KNOCK_DOWN,NONE,Immunity,0,0,9-Immunity-9,0,0,56.27830182,56.27830182,0,0,0,55.86442434,55.86442434,0.987941501,0.987941501,55.86442434,Race,1,0,0,25/01/2026,3
147,9,9,1,24,1,1,1,8,6,15,0,0,0,0.17,-0.166666667,1,0.166666667,-0.166666667,1,0,STICK,KNOCK_DOWN,NONE,Immunity,0,0,9-Immunity-9,0,0,58.28179023,58.28179023,0,0,0,77.60409111,77.60409111,1.372399397,0,77.60409111,Race,1,0,0,25/01/2026,3
148,9,9,12,18,1,1,3,9,6,16,1,0,0,0.50,-0.5,1.5,0.75,-0.75,1,0,STICK,KNOCK_DOWN,NONE,Immunity,0,0,9-Immunity-9,1,0,38.23610873,57.35416309,0,0,0,56.10004146,56.10004146,0.992108302,0,84.15006219,Race,1,0,0,25/01/2026,3
149,10,10,2,19,1,0,1,0,0,1,0,0,0,0.25,-0.25,1,0.25,-0.25,1,0,HOOP,HOOK,RACE,Immunity,0,0,10-Immunity-10,0,0,83.11263671,83.11263671,0,0,0,86.41990831,86.41990831,1.528303835,0,86.41990831,Race,1,1,SLIDE,26/01/2026,3
150,10,10,9,18,1,0,1,1,0,2,0,0,0,0.25,-0.25,1,0.25,-0.25,1,0,HOOP,HOOK,RACE,Immunity,0,0,10-Immunity-10,0,0,38.23610873,38.23610873,0,0,0,55.86442434,55.86442434,0.987941501,0,55.86442434,Race,1,1,SLIDE,26/01/2026,3
151,10,10,1,22,0,0,1,2,0,3,0,0,0,-0.25,0.25,1,-0.25,0.25,0,1,HOOP,HOOK,RACE,Immunity,0,0,10-Immunity-10,0,0,87.85304639,87.85304639,0,0,0,77.60409111,77.60409111,1.372399397,1.372399397,77.60409111,Race,1,1,SLIDE,26/01/2026,3
152,10,10,12,20,0,0,3,2,1,4,0,0,0,-0.75,0.75,1,-0.75,0.75,0,1,HOOP,HOOK,RACE,Immunity,0,0,10-Immunity-10,0,0,100,100,0,0,0,56.10004146,56.10004146,0.992108302,0.992108302,56.10004146,Race,1,1,SLIDE,26/01/2026,3
153,10,10,7,23,1,1,3,2,2,5,0,0,0,0.75,-0.75,1,0.75,-0.75,1,0,HOOP,HOOK,RACE,Immunity,0,0,10-Immunity-10,0,0,63.49054584,63.49054584,0,0,0,70.29026567,70.29026567,1.243057123,0,70.29026567,Race,1,1,SLIDE,26/01/2026,3
154,10,10,10,17,0,0,1,3,2,6,0,0,0,-0.25,0.25,1,-0.25,0.25,0,1,HOOP,HOOK,RACE,Immunity,0,0,10-Immunity-10,0,0,91.82669211,91.82669211,0,0,0,80.08332275,80.08332275,1.416243684,1.416243684,80.08332275,Race,1,1,SLIDE,26/01/2026,3
155,10,10,8,14,1,1,4,3,3,7,0,0,0,1.00,-1,1,1,-1,1,0,HOOP,HOOK,RACE,Immunity,0,0,10-Immunity-10,0,0,34.41606908,34.41606908,0,0,0,67.78423449,67.78423449,1.198738897,0,67.78423449,Race,1,1,SLIDE,26/01/2026,3
156,10,10,4,15,1,0,2,4,3,8,0,0,0,0.50,-0.5,1,0.5,-0.5,1,0,HOOP,HOOK,RACE,Immunity,0,0,10-Immunity-10,0,0,56.27830182,56.27830182,0,0,0,70.79318526,70.79318526,1.251951068,0,70.79318526,Race,1,1,SLIDE,26/01/2026,3
157,10,10,1,21,1,1,2,5,3,9,0,0,0,0.50,-0.5,1,0.5,-0.5,1,0,HOOP,HOOK,RACE,Immunity,0,0,10-Immunity-10,0,0,43.48398608,43.48398608,0,0,0,77.60409111,77.60409111,1.372399397,0,77.60409111,Race,1,1,SLIDE,26/01/2026,3
158,10,10,9,13,0,0,3,6,3,10,0,0,0,-0.75,0.75,1,-0.75,0.75,0,1,HOOP,HOOK,RACE,Immunity,0,0,10-Immunity-10,0,0,87.69693022,87.69693022,0,0,0,55.86442434,55.86442434,0.987941501,0.987941501,55.86442434,Race,1,1,SLIDE,26/01/2026,3
159,10,10,2,22,1,1,4,6,4,11,0,0,0,1.00,-1,1,1,-1,1,0,HOOP,HOOK,RACE,Immunity,0,0,10-Immunity-10,0,0,87.85304639,87.85304639,0,0,0,86.41990831,86.41990831,1.528303835,0,86.41990831,Race,1,1,SLIDE,26/01/2026,3
160,10,10,4,18,1,1,2,7,4,12,0,0,0,0.50,-0.5,1,0.5,-0.5,1,0,HOOP,HOOK,RACE,Immunity,0,0,10-Immunity-10,0,0,38.23610873,38.23610873,0,0,0,70.79318526,70.79318526,1.251951068,0,70.79318526,Race,1,1,SLIDE,26/01/2026,3
161,10,10,8,24,0,0,3,8,4,13,0,0,0,-0.75,0.75,1,-0.75,0.75,0,1,HOOP,HOOK,RACE,Immunity,0,0,10-Immunity-10,0,0,58.28179023,58.28179023,0,0,0,67.78423449,67.78423449,1.198738897,1.198738897,67.78423449,Race,1,1,SLIDE,26/01/2026,3
162,10,10,10,15,1,1,4,8,5,14,0,0,0,1.00,-1,1,1,-1,1,0,HOOP,HOOK,RACE,Immunity,0,0,10-Immunity-10,0,0,56.27830182,56.27830182,0,0,0,80.08332275,80.08332275,1.416243684,0,80.08332275,Race,1,1,SLIDE,26/01/2026,3
163,10,10,2,14,1,1,3,9,5,15,1,0,0,0.75,-0.75,1.5,1.125,-1.125,1,0,HOOP,HOOK,RACE,Immunity,0,0,10-Immunity-10,1,0,34.41606908,51.62410362,0,0,0,86.41990831,86.41990831,1.528303835,0,129.6298625,Race,1,1,SLIDE,26/01/2026,3
164,11,11,1,23,1,0,3,0,0,1,0,0,0,1.00,-1,1,1,-1,1,0,BALL_L,PLACE_IN_SLOT,NONE,Immunity,0,0,11-Immunity-11,0,0,63.49054584,63.49054584,0,0,0,77.60409111,77.60409111,1.372399397,0,77.60409111,Race,1,0,0,27/01/2026,3
165,11,11,12,20,0,1,2,1,0,2,0,0,0,-0.67,0.666666667,1,-0.666666667,0.666666667,0,1,BALL_L,PLACE_IN_SLOT,NONE,Immunity,0,0,11-Immunity-11,0,0,100,100,0,0,0,56.10004146,56.10004146,0.992108302,0.992108302,56.10004146,Race,1,0,0,27/01/2026,3
166,11,11,7,21,1,0,1,1,1,3,0,0,0,0.33,-0.333333333,1,0.333333333,-0.333333333,1,0,BALL_L,PLACE_IN_SLOT,NONE,Immunity,0,0,11-Immunity-11,0,0,43.48398608,43.48398608,0,0,0,70.29026567,70.29026567,1.243057123,0,70.29026567,Race,1,0,0,27/01/2026,3
167,11,11,4,18,1,1,3,2,1,4,0,0,0,1.00,-1,1,1,-1,1,0,BALL_L,PLACE_IN_SLOT,NONE,Immunity,0,0,11-Immunity-11,0,0,38.23610873,38.23610873,0,0,0,70.79318526,70.79318526,1.251951068,0,70.79318526,Race,1,0,0,27/01/2026,3
168,11,11,2,19,1,0,2,3,1,5,0,0,0,0.67,-0.666666667,1,0.666666667,-0.666666667,1,0,BALL_L,PLACE_IN_SLOT,NONE,Immunity,0,0,11-Immunity-11,0,0,83.11263671,83.11263671,0,0,0,86.41990831,86.41990831,1.528303835,0,86.41990831,Race,1,0,0,27/01/2026,3
169,11,11,10,13,1,1,3,4,1,6,0,0,0,1.00,-1,1,1,-1,1,0,BALL_L,PLACE_IN_SLOT,NONE,Immunity,0,0,11-Immunity-11,0,0,87.69693022,87.69693022,0,0,0,80.08332275,80.08332275,1.416243684,0,80.08332275,Race,1,0,0,27/01/2026,3
170,11,11,8,14,1,1,3,5,1,7,0,0,0,1.00,-1,1,1,-1,1,0,BALL_L,PLACE_IN_SLOT,NONE,Immunity,0,0,11-Immunity-11,0,0,34.41606908,34.41606908,0,0,0,67.78423449,67.78423449,1.198738897,0,67.78423449,Race,1,0,0,27/01/2026,3
171,11,11,5,15,0,1,1,6,1,8,0,0,0,-0.33,0.333333333,1,-0.333333333,0.333333333,0,1,BALL_L,PLACE_IN_SLOT,NONE,Immunity,0,0,11-Immunity-11,0,0,56.27830182,56.27830182,0,0,0,50.63706683,50.63706683,0.895497634,0.895497634,50.63706683,Race,1,0,0,27/01/2026,3
